25.68,15.562
20.95,12.842
19.25,12.554
20.438,11.989
20.388,12.831
22.574,13.794
19.617,11.96
22.867,13.943
22.234,13.721
20.899,12.732
22.098,13.397
20.168,12.699
20.041,12.71
22.403,13.599
20.218,12.493
25.139,14.862
21.213,13.088
24.446,14.842
19.438,12.001
16.865,10.647
20.985,12.822
20.519,12.857
22.935,13.565
19.648,12.608
22.196,13.456
21.076,12.926
24.122,14.423
21.973,13.674
21.3,12.862
20.675,12.775
19.086,12.112
21.6,13.32
19.847,12.552
22.504,13.847
20.426,12.795
19.443,11.616
21.834,13.415
19.377,11.809
19.64,12.367
18.249,11.378
17.875,11.519
20.277,12.611
20.567,12.892
20.067,12.291
21.273,13.299
21.154,12.624
19.662,12.65
23.092,14.171
20.214,12.545
21.663,13.629
19.517,12.527
21.732,12.974
19.595,11.844
21.721,13.233
23.216,13.724
19.105,11.869
20.834,13.125
18.923,11.827
22.365,13.821
19.353,12.239
21.622,13.132
19.343,11.889
22.092,13.93
22.422,13.843
21.217,12.868
20.236,12.581
23.415,14.37
21.641,13.342
22.52,13.589
20.75,12.758
21.157,12.84
18.726,12.228
19.755,12.491
18.07,11.701
20.355,12.554
20.006,12.305
20.852,13.408
21.874,13.592
21.937,13.866
20.361,12.713
21.252,13.149
19.433,11.942
23.806,14.526
24.297,14.234
23.099,13.732
19.004,12.07
18.14,11.212
19.426,12.52
21.695,13.197
18.914,11.839
20.915,12.869
20.067,12.346
22.134,13.294
22.095,14.052
23.588,14.895
24.265,14.225
19.98,12.641
20.888,13.146
22.909,13.792
23.499,14.199
10.239,3.9422
10.09,4.5127
10.234,4.0024
9.1165,9.8874
10.203,3.6294
9.9938,5.1079
9.1199,9.0652
9.8041,5.8241
10.402,3.3333
10.202,4.0777
10.09,4.719
9.8782,5.694
9.6176,6.9556
11.087,0.030306
10.501,2.8519
10.703,1.3887
10.486,2.4043
8.8949,9.8967
9.3896,7.455
10.507,2.2776
9.5788,7.6985
9.2855,8.6466
10.468,2.5478
9.2593,9.1513
9.8076,5.2404
10.527,1.8913
11.546,-2.6717
9.5603,7.0061
9.7623,5.9014
8.9079,10.321
10.233,3.6443
10.592,2.4184
10.55,2.5179
10.468,2.464
10.667,2.0683
12.667,-8.0482
10.049,4.3437
9.6771,6.2484
10.47,2.7443
9.6895,6.1658
10.599,2.3178
10.941,0.65723
9.8735,5.4176
8.7091,10.715
10.892,0.84668
10.282,3.5044
9.2375,8.9072
11.21,-1.2326
10.85,0.76293
9.1831,9.2892
10.891,0.65689
11.283,-1.0433
11.34,-1.7972
9.6829,6.9358
10.45,2.6477
10.545,2.4771
10.459,2.4745
9.5117,7.3182
11.149,-0.96221
9.6251,6.8897
10.508,3.0354
8.9282,9.9929
11.31,-0.59647
11.198,-1.4557
10.222,4.2363
10.868,0.85868
10.112,4.02
9.3973,7.5897
11.009,0.15731
10.532,2.1106
10.619,2.2011
11.673,-3.2953
9.1443,9.0763
10.876,0.76254
9.1543,8.8922
8.753,11.656
9.272,7.4947
11.591,-2.9445
10.908,0.85759
10.417,2.9124
9.1023,9.7782
10.116,4.0628
8.6025,12.024
9.5602,7.9082
10.127,4.5401
10.424,3.2736
10.041,4.9816
10.318,3.5718
10.396,3.5809
8.6898,11.656
9.4566,8.0806
9.1289,9.263
9.3445,8.136
9.1534,8.9975
10.256,3.6232
10.618,2.5503
9.5767,6.956
10.471,2.6067
9.9737,5.3315
11.2,-1.1165
2.0891,10.309
2.5402,7.5542
2.0746,0.6488
2.6526,10.739
1.236,-1.1957
1.7532,5.1907
2.3305,3.4264
2.5182,1.475
2.9014,11.151
2.4761,9.7871
2.0266,7.6988
2.1123,10.027
2.5215,6.9026
2.3635,4.7414
2.023,11.63
2.201,8.1426
1.8681,1.5725
1.0998,-5.8636
2.6764,7.8774
1.2675,-1.5511
1.2887,-3.8156
2.5243,10.727
2.5916,11.915
2.0359,8.7917
2.3824,2.4649
2.0557,3.3427
2.4311,7.7193
1.532,-0.4982
1.9225,3.7998
2.1262,0.4235
2.2161,1.0338
1.5637,3.0995
2.3332,4.1268
2.6321,4.4346
2.0974,7.7591
2.1992,8.5949
1.9512,2.4058
1.9063,3.6779
2.0157,11.847
1.6212,-0.86007
1.6891,1.6423
1.8081,3.0209
2.0809,2.8779
1.86,4.1246
2.1501,1.7919
2.0951,2.7846
1.9281,4.4004
2.2675,-1.3452
2.0293,5.7391
2.3731,5.8977
2.1796,0.37111
2.2263,3.2031
2.5787,4.2058
3.0424,12.707
2.751,10.817
1.6225,3.7626
2.5275,7.8439
2.6984,9.6158
2.0111,7.7642
1.8026,-0.4004
1.6271,4.8384
1.4278,-1.0968
2.7687,11.11
1.1015,-4.8237
2.2802,1.8522
2.0824,5.9004
2.7795,8.0613
2.777,8.0025
2.3559,6.8629
2.1699,8.0194
1.7802,-3.2135
0.82582,-4.7852
2.1639,-1.5377
1.9881,10.898
1.5625,-1.0906
1.621,1.3214
2.1767,9.5815
1.8228,-0.31472
2.1527,9.4228
1.8279,3.2235
1.2958,-0.57589
2.4941,8.9591
1.7177,-0.2442
1.8124,7.737
1.3794,-2.5691
2.0159,2.6127
1.252,3.7176
1.8212,-1.8716
1.4627,-0.72156
1.8397,5.433
2.4612,0.60089
1.9198,1.0457
1.7048,1.9293
1.7899,2.1138
1.9766,1.0901
1.8905,8.9127
1.7746,1.6979
1.9028,3.7836
2.0703,5.7463
2.4176,9.4773
12.753,16.052
12.542,16.141
13.369,16.46
13.396,18.254
15.281,16.447
12.427,15.957
12.583,16.499
13.845,17.075
12.069,16.589
13.406,17.988
12.454,16.467
13.701,17.087
16.06,16.681
12.497,18.184
13.259,18.259
13.884,18.667
13.347,16.341
11.334,16.361
11.39,19.473
13.253,16.008
12.019,15.086
12.76,16.372
12.871,17.996
15.38,15.241
16.035,17.39
12.214,16.152
10.542,18.291
14.454,16.234
10.438,14.781
11.876,18.038
13.281,19.489
11.103,16.206
14.467,16.048
11.579,18.655
13.104,15.133
13.407,18.497
10.081,15.288
11.533,20.074
11.419,14.875
12.71,17.208
12.649,16.674
11.739,16.274
12.703,16.633
10.889,18.025
12.418,16.281
13.519,18.005
14.017,18.784
12.527,17.076
14.474,17.37
12.389,16.067
13.748,17.495
13.042,15.634
12.638,18.331
13.713,15.757
13.121,15.972
13.996,18.006
14.906,17.09
10.807,16.566
14.837,17.521
12.956,17.142
13.135,15.479
12.1,18.952
12.412,15.054
13.679,17.855
12.325,17.746
12.684,16.835
13.114,16.598
10.371,15.963
14.2,13.528
13.667,19.026
11.74,17.507
9.9465,17.827
13.733,15.924
11.818,19.456
12.597,18.606
12.527,18.57
10.751,16.771
12.808,16.784
12.652,17.968
13.684,16.552
12.552,16.863
12.503,15.983
12.59,15.817
12.072,15.959
13.253,17.345
12.842,18.217
12.187,17.662
15.396,17.846
13.221,15.437
12.507,17.794
13.281,17.346
14.596,19.043
11.581,16.305
10.789,19.738
13.763,19.505
12.228,17.315
14.111,16.593
11.121,18.22
12.255,17.414
13.781,15.382
7.6492,-0.53226
13.409,3.8795
14.08,8.9117
14.291,3.6575
13.796,7.6044
12.972,6.189
13.018,4.2843
13.606,3.507
12.32,4.7281
14.606,1.9136
12.107,5.3357
13.206,5.2431
14.782,3.7461
10.945,2.362
13.278,6.553
7.0151,-7.6157
11.985,3.4349
11.526,1.1618
12.889,4.4156
11.455,2.9615
12.24,1.9168
11.824,1.9212
12.73,2.9731
17.754,7.9223
12.043,5.017
15.295,2.3059
10.451,-1.089
15.847,6.7465
10.157,2.6313
15.022,6.2666
11.025,1.6748
12.233,3.3313
12.811,2.2661
13.167,4.663
9.3817,1.04
14.205,5.9421
15.505,3.4515
11.452,1.6557
11.478,1.284
14.618,7.3504
13.915,3.8667
12.328,3.5906
12.608,2.5815
17.289,6.689
11.121,1.9306
13.347,6.0658
13.314,5.3337
14.394,5.1951
16.428,7.181
11.577,-1.8359
11.518,3.0044
10.022,-0.65263
9.737,-2.6911
10.262,0.68611
11.63,2.5247
12.6,6.8172
15.28,4.0655
9.492,0.80361
14.695,6.5392
15.036,7.6308
12.78,5.1114
11.652,5.0335
15.39,3.4887
11.204,-0.565
14.53,4.8911
12.397,0.59966
12.316,-0.32028
11.868,3.2411
9.8382,2.6328
13.391,5.0662
15.222,2.8225
14.895,4.6984
12.763,3.6469
15.687,4.4274
7.4323,-0.21118
12.113,3.6204
12.082,3.2491
18.007,9.7697
13.514,6.0562
9.9117,0.86019
14.216,4.3896
14.255,5.0642
11.086,5.5133
15.645,5.5136
13.345,5.6427
14.843,9.6969
12.984,3.2503
16.576,9.7743
14.105,10.021
12.748,1.5323
12.155,1.6076
13.863,7.9145
14.145,8.0524
9.8383,-0.33909
14.41,5.2402
13.112,1.2303
14.911,7.8718
13.043,7.1916
15.137,7.1338
14.739,4.646
