5.8885,22.787
5.0795,20.932
4.3119,18.871
4.196,18.905
5.1333,20.489
3.1155,17.512
5.4721,23.105
3.8996,18.135
3.0798,17.653
4.2932,19.01
3.3204,16.538
6.8486,24.184
5.2393,20.925
6.0987,23.938
2.8178,15.168
7.2141,25.404
4.1314,19.613
5.9712,23.14
4.4783,19.664
6.9207,24.109
5.769,22.7
4.3301,17.127
6.4552,21.802
4.147,20.881
7.1917,25.716
2.2154,15.268
4.4721,18.107
5.1435,20.533
4.9379,23.893
7.3866,26.668
5.1089,21.746
4.0062,19.36
5.2038,20.925
6.0016,23.449
4.9014,21.259
3.7919,19.17
4.9595,19.58
5.3886,21.317
3.0209,17.601
5.0526,22.935
2.7275,17.134
6.4905,23.067
7.2633,27.807
3.7654,19.607
3.3169,16.825
5.8704,23.497
3.5377,17.385
5.2796,22.492
2.7996,17.142
3.9891,17.123
3.5549,17.067
3.9992,18.373
1.9247,13.348
4.2963,20.428
5.9313,21.661
6.9671,23.661
3.1412,18.033
6.8743,24.475
4.1852,17.812
2.6327,16.569
4.6719,19.483
4.2202,19.773
5.7423,22.4
3.539,17.333
5.3345,22.791
3.4824,17.712
4.7421,19.984
4.7683,19.066
5.8895,23.594
4.4212,18.6
4.4151,20.516
5.2809,21.421
4.645,20.958
5.9259,20.497
5.022,20.087
7.0794,25.276
1.5319,14.057
5.9633,25.23
4.1648,18.714
4.9194,20.657
6.773,23.733
6.7304,26.772
5.8431,21.335
2.7597,16.155
5.77,21.197
5.1834,22.014
3.5627,17.455
4.014,16.908
5.5458,22.858
2.6274,14.771
4.4518,21.383
7.3095,26.872
3.9226,20.637
7.1584,25.89
5.3776,21.047
5.3204,21.991
4.3158,19.434
3.1478,16.035
5.6262,23.112
5.2846,21.003
1.193,5.7988
8.4976,4.134
3.0937,2.1068
4.8398,8.241
-0.64011,3.6982
3.9504,7.1584
10.832,6.3558
4.9979,7.447
0.52566,4.5216
5.6877,6.0147
5.1513,5.7231
2.8991,7.3511
8.2759,1.8108
-1.322,3.5163
1.7885,2.7691
3.303,9.9888
2.8081,3.0375
6.7742,7.4374
3.2757,5.7595
5.5454,3.0744
1.5889,6.578
-0.20531,4.1396
2.4838,-0.22592
-0.33574,3.625
-0.25591,6.917
2.647,2.6963
7.7253,4.57
3.931,4.5128
6.4946,4.623
-4.3182,3.64
6.9615,3.5594
-1.3146,4.5878
0.28507,3.6766
6.6177,3.9319
6.8764,5.4437
5.2186,0.22164
12.25,7.0573
3.2687,4.6213
-6.1395,4.3975
-4.5042,3.0966
-0.20855,5.3563
4.8118,5.2934
-0.40222,1.7392
-1.6724,5.5356
3.4528,6.3505
2.9686,7.7475
4.9544,6.4256
7.642,1.2673
-2.9431,5.6371
-5.4827,6.4261
9.5468,1.9162
-0.35792,0.6684
3.2394,7.2068
11.527,4.9426
5.7388,1.5925
1.315,4.8167
4.0943,0.77453
-2.015,1.5087
3.7428,3.6426
8.4441,6.6174
6.023,2.5157
2.6126,5.6471
6.6814,1.3749
-4.0049,1.4031
0.10462,4.9611
4.6027,1.8918
0.69345,4.776
2.4251,7.0849
5.4216,5.4171
4.6144,3.394
2.8502,5.6398
-2.2867,5.9145
1.5662,5.811
8.0044,7.9928
5.8319,2.5635
-5.9858,2.598
-1.871,8.7259
6.1519,6.8382
2.4581,5.1035
9.643,3.1546
-0.32008,-2.9094
9.0811,-0.29836
6.0778,7.5494
4.3708,3.2448
0.26569,5.111
2.237,3.6166
-1.1422,6.3471
-2.7717,1.8549
4.355,4.9962
-1.6322,1.698
-1.2106,4.1119
-6.0705,6.6981
5.1481,-0.61764
5.0801,1.386
6.0292,8.3213
3.3047,6.6474
7.1195,6.6784
4.6068,6.4333
1.813,5.3464
5.4336,5.2216
11.115,6.0682
14.699,5.7777
10.76,6.1018
13.896,5.8468
9.3138,6.2216
11.165,6.0676
7.2089,6.3926
10.236,6.1442
11.732,6.0236
13.438,5.8849
16.383,5.6432
8.2165,6.3103
11.277,6.0594
8.2754,6.3017
14.782,5.7733
6.6096,6.4399
14.278,5.8112
14.914,5.7608
4.1309,6.6434
13.494,5.8806
12.642,5.9461
5.9442,6.4959
14.944,5.758
15.28,5.7339
18.329,5.4813
12.416,5.9639
15.986,5.6754
12.805,5.9345
13.756,5.8557
11.316,6.0548
10.247,6.141
14.593,5.7911
5.3903,6.5393
16.258,5.6533
10.498,6.1224
15.686,5.6956
11.052,6.0776
11.416,6.0442
12.007,5.9986
12.626,5.9482
12.035,5.996
10.61,6.1133
14.411,5.8041
13.92,5.8421
11.078,6.0744
12.471,5.9624
11.541,6.0379
8.5558,6.2828
13.33,5.8912
13.77,5.8531
13.775,5.8541
11.444,6.0436
7.5952,6.3603
8.0813,6.3204
